method,rank,scenario_id,template_id,selection_reason,selected_build_id,session_id,mode,ego_collision,inconclusive,valid_collision,regression,selection_reward,execution_id,episode_cost,contributing_pattern_ids,new_pattern_id,target_observations_before_query,history_source_count,ucb_count_after,ucb_reward_after,task_id,repeat
Random,1,4179901:S08:space_filling:5,fbrt_cutin_then_brake,seeded_random_without_replacement,ppo_ref_v2,cross_agent_Random_ppo_ref_after_mobil:Random:2,cross_agent,False,False,False,,0,new-2f3ec0fdc640591924a54082,1,[],,0,1,,,cross_agent_Random_ppo_ref_after_mobil,2
Random,2,4179901:S02:anchor_like:1,fbrt_cutout_static,seeded_random_without_replacement,ppo_ref_v2,cross_agent_Random_ppo_ref_after_mobil:Random:2,cross_agent,True,False,True,,1,new-18b0ff59e7429b93528a4881,1,[],,1,1,,,cross_agent_Random_ppo_ref_after_mobil,2
Random,3,4179901:S05:space_filling:11,fbrt_lane_change_rear,seeded_random_without_replacement,ppo_ref_v2,cross_agent_Random_ppo_ref_after_mobil:Random:2,cross_agent,False,False,False,,0,new-b9caaf31b1f966adb42a90d9,1,[],,2,1,,,cross_agent_Random_ppo_ref_after_mobil,2
Random,4,4179901:S05:space_filling:14,fbrt_lane_change_rear,seeded_random_without_replacement,ppo_ref_v2,cross_agent_Random_ppo_ref_after_mobil:Random:2,cross_agent,True,False,True,,1,new-c652a4087facf2e0eddc6dd8,1,[],,3,1,,,cross_agent_Random_ppo_ref_after_mobil,2
Random,5,4179901:S05:space_filling:5,fbrt_lane_change_rear,seeded_random_without_replacement,ppo_ref_v2,cross_agent_Random_ppo_ref_after_mobil:Random:2,cross_agent,False,False,False,,0,new-474d71003c464c63d0495f94,1,[],,4,1,,,cross_agent_Random_ppo_ref_after_mobil,2
Random,6,4179901:S01:space_filling:12,fbrt_cutin,seeded_random_without_replacement,ppo_ref_v2,cross_agent_Random_ppo_ref_after_mobil:Random:2,cross_agent,False,False,False,,0,new-31fe60b4d239445e5f497589,1,[],,5,1,,,cross_agent_Random_ppo_ref_after_mobil,2
Random,7,4179901:S08:anchor_like:0,fbrt_cutin_then_brake,seeded_random_without_replacement,ppo_ref_v2,cross_agent_Random_ppo_ref_after_mobil:Random:2,cross_agent,False,False,False,,0,new-bad3657efe18f23453c48fe3,1,[],,6,1,,,cross_agent_Random_ppo_ref_after_mobil,2
Random,8,4179901:S01:space_filling:7,fbrt_cutin,seeded_random_without_replacement,ppo_ref_v2,cross_agent_Random_ppo_ref_after_mobil:Random:2,cross_agent,False,False,False,,0,new-dc41ab6e5c0add90ad897d13,1,[],,7,1,,,cross_agent_Random_ppo_ref_after_mobil,2
Random,9,4179901:S08:space_filling:9,fbrt_cutin_then_brake,seeded_random_without_replacement,ppo_ref_v2,cross_agent_Random_ppo_ref_after_mobil:Random:2,cross_agent,False,False,False,,0,new-b9b31f9df35bb66778764c60,1,[],,8,1,,,cross_agent_Random_ppo_ref_after_mobil,2
Random,10,4179901:S01:space_filling:4,fbrt_cutin,seeded_random_without_replacement,ppo_ref_v2,cross_agent_Random_ppo_ref_after_mobil:Random:2,cross_agent,False,False,False,,0,new-5da4e89ebdc3c0ed8ff68651,1,[],,9,1,,,cross_agent_Random_ppo_ref_after_mobil,2
