method_variant,episode,alpha_0,alpha_1,alpha_2,qp_status,critical_rows,asd,asd_threshold,converged,restore_steps_cumulative
Uniform-Equal-H,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,5,nan,0.02,False,2
Uniform-Equal-H,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,11,nan,0.02,False,2
Uniform-Equal-H,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,13,nan,0.02,False,7
Uniform-Equal-H,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,14,nan,0.02,False,13
Uniform-Equal-H,5,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,15,nan,0.02,False,13
Uniform-Equal-H,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,16,nan,0.02,False,19
Uniform-Equal-H,7,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,17,nan,0.02,False,19
Uniform-Equal-H,8,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,21,nan,0.02,False,20
Uniform-Equal-H,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,22,nan,0.02,False,20
Uniform-Equal-H,10,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,25,nan,0.02,False,23
Uniform-Equal-H,11,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,26,0.0,0.02,False,29
Uniform-Equal-H,12,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,26,0.0,0.02,False,35
Uniform-Equal-H,13,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,33,0.0,0.02,False,35
Uniform-Equal-H,14,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,38,0.0,0.02,False,36
Uniform-Equal-H,15,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,39,0.0,0.02,False,42
Uniform-Equal-H,16,0.3333333333333333,0.3333333333333333,0.3333333333333333,frozen_equal,40,0.0,0.02,False,42
