seed,scenario_index,mode,regime,initial_gap,relative_speed,timing,intensity
20261103,0,fast_intrusion,core,16.105525504797697,-2.9517593681812286,0.919801183976233,0.9998295856639743
20261103,1,fast_intrusion,core,32.19757589697838,-4.672918774187565,0.21044092066586018,0.26392012368887663
20261103,2,fast_intrusion,core,29.731343772262335,0.11420568078756332,0.6622430486604571,0.5522349262610078
20261103,3,fast_intrusion,core,13.876990631222725,-5.738793224096298,0.46557052433490753,0.19231919292360544
20261103,4,fast_intrusion,core,8.388283869251609,-0.27428336441516876,0.06911814399063587,0.03693469148129225
20261103,5,fast_intrusion,core,23.940524162724614,-6.100914530456066,0.808942430652678,0.7072771368548274
20261103,6,fast_intrusion,core,37.88746560178697,-1.3411029502749443,0.32521721720695496,0.48387318942695856
20261103,7,fast_intrusion,core,21.636109428480268,-3.033941403031349,0.5542915118858218,0.7802055487409234
20261103,8,fast_intrusion,core,19.298759318888187,0.7692617550492287,0.2537035821005702,0.6301886821165681
20261103,9,fast_intrusion,core,35.56659822538495,-5.394337579607964,0.6184971407055855,0.11402294877916574
20261103,10,fast_intrusion,core,26.303490988910198,-2.1658365577459335,0.007848874665796757,0.8281190348789096
20261103,11,fast_intrusion,core,10.742099557071924,-4.45932986587286,0.8618927989155054,0.43595957290381193
20261103,12,fast_intrusion,core,12.460660750046372,-1.5566448047757149,0.7274643704295158,0.34308350179344416
20261103,13,fast_intrusion,core,28.305862529203296,-3.8179112672805786,0.39301258604973555,0.920665861107409
20261103,14,fast_intrusion,core,33.58092908002436,-0.6245983242988586,0.971859896555543,0.14648069720715284
20261103,15,fast_intrusion,core,17.505361197516322,-6.750111289322376,0.15009573195129633,0.598073142580688
20261103,16,fast_intrusion,core,19.168592497706413,-0.9457955658435822,0.5884488457813859,0.4516467144712806
20261103,17,fast_intrusion,core,32.854984041303396,-6.679646469652653,0.2813104707747698,0.8124321987852454
20261103,18,fast_intrusion,core,27.110824167728424,-1.8885842934250832,0.8294106079265475,0.0047081829980015755
20261103,19,fast_intrusion,core,12.71798537299037,-3.7367042005062103,0.04277247190475464,0.7395037533715367
20261103,20,fast_intrusion,core,10.953884350135922,-2.2795147448778152,0.42354156263172626,0.5200085556134582
20261103,21,fast_intrusion,core,25.154452120885253,-4.095407538115978,0.6984002375975251,0.2245459472760558
20261103,22,fast_intrusion,core,34.88665268011391,0.6604663208127022,0.18209730088710785,0.967603181488812
20261103,23,fast_intrusion,core,20.91645078919828,-5.035298004746437,0.9383934838697314,0.2961468445137143
20261103,24,fast_intrusion,core,22.303469602018595,-1.2291336879134178,0.2389863459393382,0.17675406951457262
20261103,25,fast_intrusion,core,36.282822631299496,-3.3956665247678757,0.888814352452755,0.5677996398881078
20261103,26,fast_intrusion,core,23.741787869483232,-0.17110322415828705,0.49949455354362726,0.3733569076284766
20261103,27,fast_intrusion,core,9.524737365543842,-6.453850530087948,0.6307604257017374,0.8903923919424415
20261103,28,fast_intrusion,core,15.084617940708995,0.4405299350619316,0.7808776274323463,0.8583922730758786
20261103,29,fast_intrusion,core,29.460974225774407,-5.8158499002456665,0.09864779096096754,0.40568593610078096
20261103,30,fast_intrusion,core,30.521299673244357,-2.618599236011505,0.519886801019311,0.6604619538411498
20261103,31,fast_intrusion,core,16.84405949153006,-4.756811328232288,0.3581570843234658,0.08374934550374746
20261103,32,fast_intrusion,core,16.960041478276253,0.20210018754005432,0.030708554200828075,0.302949046716094
20261103,33,fast_intrusion,core,31.336393740028143,-5.576687730848789,0.8495469018816948,0.9449845310300589
20261103,34,fast_intrusion,core,28.64677283167839,-2.863872744143009,0.27020749542862177,0.2466660626232624
20261103,35,fast_intrusion,core,14.96954382583499,-4.510805398225784,0.6075927261263132,0.5127116329967976
20261103,36,fast_intrusion,core,9.178941922262311,-1.4758724123239517,0.9886041358113289,0.7306866776198149
20261103,37,fast_intrusion,core,23.158306127414107,-3.1491719409823418,0.13943927269428968,0.02897406928241253
20261103,38,fast_intrusion,core,36.86721056886017,-0.4090450331568718,0.749603072181344,0.7876868508756161
20261103,39,fast_intrusion,core,22.65015604160726,-6.216152861714363,0.37992282304912806,0.4599805139005184
20261103,40,fast_intrusion,benign,51.219542764127254,4.490325916558504,0.6731894547119737,0.07493298128247261
20261103,41,fast_intrusion,benign,60.68659479916096,3.322090871632099,0.4489941019564867,0.6847285516560078
20261103,42,fast_intrusion,benign,54.67476426810026,5.957871116697788,0.9322348488494754,0.3809413071721792
20261103,43,fast_intrusion,benign,45.361294254660606,2.8545909710228443,0.1875239908695221,0.8667267914861441
20261103,44,fast_intrusion,benign,46.69605811312795,5.153519179672003,0.33837185986340046,0.8971953056752682
20261103,45,fast_intrusion,benign,55.820317056030035,2.0341260135173798,0.5321184480562806,0.3507389687001705
20261103,46,fast_intrusion,benign,59.49083660915494,4.687499821186066,0.07982422411441803,0.589920474216342
20261103,47,fast_intrusion,benign,49.895617600530386,3.5002221427857876,0.7921180529519916,0.16945786587893963
20261103,48,fast_intrusion,benign,49.72405440360308,4.597701981663704,0.47656287532299757,0.7574135679751635
20261103,49,fast_intrusion,benign,60.287524342536926,3.7146537713706493,0.6431792750954628,0.4902541060000658
20261103,50,fast_intrusion,benign,56.304275907576084,5.069092404097319,0.22242473158985376,0.7004134207963943
20261103,51,fast_intrusion,benign,45.587223798036575,2.243186578154564,0.8997755143791437,0.059247687458992004
20261103,52,fast_intrusion,benign,44.28283003345132,5.764801554381847,0.5030772313475609,0.21639267541468143
20261103,53,fast_intrusion,benign,55.12804911658168,2.922782603651285,0.3688779203221202,0.5429851207882166
20261103,54,fast_intrusion,benign,61.45260852947831,4.294814918190241,0.7586898151785135,0.27267568558454514
20261103,55,fast_intrusion,benign,51.07834966108203,3.3927239403128624,0.11178761813789606,0.97525804489851
20261103,56,fast_intrusion,benign,52.00915138423443,5.489645708352327,0.8185218954458833,0.6221468597650528
20261103,57,fast_intrusion,benign,62.3773041293025,2.322877414524555,0.059292154386639595,0.13723112642765045
20261103,58,fast_intrusion,benign,54.175305619835854,4.960626520216465,0.5760871870443225,0.9294216651469469
20261103,59,fast_intrusion,benign,43.34107085317373,3.8519733734428883,0.3041544407606125,0.31851220317184925
20261103,60,fast_intrusion,benign,47.15401166304946,4.1545655988156796,0.16899177618324757,0.4131678268313408
20261103,61,fast_intrusion,benign,57.882047940045595,3.0327291190624237,0.960516476072371,0.8345001861453056
20261103,62,fast_intrusion,benign,58.737857427448034,5.684134066104889,0.41290080547332764,0.10715947486460209
20261103,63,fast_intrusion,benign,48.168281216174364,2.5032059513032436,0.7151602460071445,0.6525019202381372
20261103,64,fast_intrusion,benign,48.092331394553185,5.280851673334837,0.40582239907234907,0.12582406774163246
20261103,65,fast_intrusion,benign,58.8179260417819,2.40656416118145,0.7237030193209648,0.6106348969042301
20261103,66,fast_intrusion,benign,57.80121500790119,4.809922233223915,0.1448239991441369,0.32271682284772396
20261103,67,fast_intrusion,benign,47.22919776290655,3.877538900822401,0.9832198861986399,0.9334870483726263
20261103,68,fast_intrusion,benign,43.57266151532531,4.113969001919031,0.6139273121953011,0.8387198559939861
20261103,69,fast_intrusion,benign,53.9383730776608,3.198675237596035,0.2638733861967921,0.417278777807951
20261103,70,fast_intrusion,boundary,35.64634665176273,0.4264846050739288,0.8744279537349939,0.6410794537514448
20261103,71,fast_intrusion,boundary,9.053252162784338,-6.883480033278465,0.005827025510370731,0.09560158662497997
20261103,72,fast_intrusion,boundary,37.058443726599215,-6.577660049200058,0.798482590354979,0.49448960088193417
20261103,73,fast_intrusion,boundary,10.242689549922943,0.7523071068525314,0.07345920987427235,0.7615098264068365
20261103,74,fast_intrusion,boundary,36.573065765202045,0.4930944365262985,0.5570306433364749,0.04781046882271767
20261103,75,fast_intrusion,boundary,8.181730228662492,-6.996879967451096,0.3134601414203644,0.6888712979853153
20261103,76,fast_intrusion,boundary,37.6805105574429,-6.364085636138916,0.21339367516338825,0.5315937679260969
20261103,77,fast_intrusion,boundary,9.586812911182642,0.8659180647134781,0.9063656413927674,0.20486590079963207
20261103,78,fast_intrusion,boundary,35.91588851884008,0.6088953834772111,0.45434774458408356,0.9794477932155132
20261103,79,fast_intrusion,boundary,8.797772232443094,-6.781120600700379,0.6678353352472186,0.2767567150294781
20261103,80,fast_intrusion,boundary,37.14414916485548,-6.635484760403633,0.10253097396343946,0.6733061671257019
20261103,81,fast_intrusion,boundary,9.951054832339286,0.7745116925239564,0.7679459825158119,0.06337517499923706
20261103,82,fast_intrusion,boundary,36.433771203458306,0.3902843832969666,0.3469189265742898,0.8709466028958559
20261103,83,fast_intrusion,boundary,8.415095511078835,-6.859699786305428,0.5250367019325495,0.38505239970982075
